159 130 0
39 159 148 142
4 160
39 135
39 159 42
6 126 140
6 156
30 68
144 159
63 125
35 149
87 33
151 59
42 42
36 152
39 42
131 77
4 76
147 159 35
36 159 130
42 41 58
125 44
159 58 166 42
125 135
140 3
42 42
124 153 42
159 2
44 92
159 6 88 6 136 58 78 42
10 14 137 150
35 126 142 36 142 61 110 72
32 89
24 142 31
35 142
130 64
147 21 5
124 109
6 124
57 26
85 130
100 15 124 42
159 6 70 132 24 125 142
6 142
145 159
35 36 42 55 44
121 146 124
159 15
8 140
125 8
36 16
151 159
4 128
71 42 58
0 30
100 159
56 147
5 78
88 41
42 6 12 147 16
125 36
129 104
125 42
126 150 44
156 95
133 61
82 25
87 36
10 41
151 144 31 142
4 44
26 144
42 111
49 156 142 35
30 146
159 140
39 71
88 151
155 156
61 126
39 140 109
140 36 42 166
68 78 142 82
84 36 35 125
21 44
11 115
4 5
36 95
39 150 42 99
100 142
71 0 15 59 144
36 140 36 4
153 20 159
42 124
42 41
37 10
42 149
126 144
55 4 112
150 11
118 161
133 115
125 125 82
140 31
68 159 130 44
82 126 144 125 68 115
118 140
142 36
6 130
71 150
39 119 42
35 126 42
88 154
147 77 142 138
124 61 151
35 31
159 63
147 110 68 20
159 142 142 42
39 63
159 31
71 75
35 68 42
100 44 127 25
6 142 4
3 146
159 147 140
39 37 144 159 71
147 24 151
125 33
80 140 144 25
0 42
159 46 42
142 42
36 68
35 88 55 166
88 63 15
35 129 159
86 150
10 142
100 124
159 125
30 150
35 26
146 159 106
100 42 159
35 125
36 156
71 33 80
88 55
159 130
37 124
147 126
156 126
45 144
42 51 159 126
42 35
109 3
144 159
68 15
6 24
46 142 138
62 142
5 125 22
116 159
10 78
37 21 63
44 44
84 35 41 115
125 126 42 22
35 125 10 96 60
36 132
88 133 21
30 44
126 10
144 47
126 159
124 127
6 140
87 142 142 3
37 125 142 44 56 152
126 126
88 63
154 42
159 149
125 159
10 130
126 71
78 12
6 100 3
72 125
37 110
124 142 31 126
11 159
147 125
0 99
35 5
142 36
36 125
39 0 77
150 141
126 71 78
30 58
140 121
133 150
159 35 36 80 3
159 164
11 140 64
68 83
125 142 159 144 44
159 100
42 15
36 159
115 42
95 36 125
35 159 95 73
10 126
35 42
41 76
30 150
6 35
36 78
12 44
159 35
42 35 21 58
126 142
37 141
37 42
129 71
20 61
78 35 26 22
115 31
100 41
142 114 71
11 125
6 4
129 20
142 124 61
1 129 22
147 156 147 86
12 44
160 94
71 112
5 32
147 42
6 151 22
6 100 124 71
39 129
11 159 159 21
39 144 124
125 144
130 46
4 42 102 126
68 129
42 36
35 126
88 126
6 156 68 42 21
41 124 45
42 55 146
4 126
36 63 104
133 142
35 159
109 35 142 78 111
21 87
124 135
30 3 125
33 126 54
10 159
37 26
125 44 126
142 31
36 100
42 126
4 24 3
118 140
125 30 126 156 144
42 100
39 133
159 159
33 68
125 159
11 68
21 82
126 112 52
39 147 58
24 161 25
159 121
35 116 125 61 111
142 164
30 142
39 40 33 22 142 146 152 130
118 159
142 31
36 126 109 125 63
42 132 78 39 0 80 61 124
6 125 78
150 61
46 159 154
31 0
106 125
159 129
10 152 136
39 35 160 36
39 159
142 44
99 136
166 124 37 61
147 71
44 36
39 159 25
121 159
140 156 44
35 159 126 156
6 140 124
100 150
35 15
42 44 138
35 100 142 6 33 121 159 4
4 146 42
132 125
147 129
36 94
141 37
10 46
126 135 132 50 87 144
42 125 140
36 63
15 110
142 133 129
125 68 152
88 130 70
154 135 120
34 142
118 24
142 36
61 142
142 125 42 24
37 159
125 68
124 142 35 159
30 90 31
55 31
42 148
159 130
44 42
100 160
137 88 42 141 44
100 160
130 4 140 132
27 97
0 130 12
129 159 44
58 159
156 149
147 3
147 0 130
100 63 3
3 142
99 49
124 58
126 0
11 142
130 111 144 3 156 22
159 126
159 63 126 5
125 140
124 136 149
30 148
131 118 52 31
156 4
159 142 31
37 50 61
78 109 111
36 44
58 129 0
36 100
88 44
160 5 68
47 39 150 44
125 144
165 36
140 142
125 142
129 87 143 126
129 126
125 65
125 115 49 36 31 121
88 124
31 68 42 133
6 42
78 63 26
82 51
62 42 99 156
132 159
35 149
126 5 31 68
100 129
116 125
130 51 2 35 106
125 109
21 44
88 22
124 100
42 12 142
147 159
63 42 77
37 126 143
78 135
142 126
36 3 42
42 3
39 130
96 100
51 44
42 140
160 159 95
31 37 36 146
100 126
126 114
6 42 44 3
125 144 130 5
49 61
6 68
116 21
159 111
132 151 112
120 142 44 129
115 33
3 126
142 153
35 115 115
124 6 150 36
78 159
125 148 125 42 44 0
126 159
142 130
21 44 44
39 42 2
156 61
37 159 146
115 31
125 12
130 129 142
121 144
39 44 126 144 150 126
100 112
42 71
36 87
35 125
35 87 129
35 159
24 100
125 30
117 4
159 125 125 149
100 146
159 36
35 56
42 129 4
37 99
35 160
72 6 125 156 154
147 125 77
42 159 126
35 142
138 42
82 68
31 157
42 126
125 146
88 129
5 126
12 99
160 141
126 159 159 149
37 61
36 21
88 61 68
126 140
4 84
121 36 68
129 125
78 126
35 36
156 56
63 147 36 122
125 82 15 26
142 126 142
124 44 154
159 78
37 3
126 159
151 152
33 32
126 125
37 142
142 39 159 44 68 47 111 26
37 35
126 125
126 78 88 142
48 63 142
95 42 5 124
147 82
125 71
156 56
82 147 130
85 126
159 42
37 61
35 42 4 131
88 25
127 159 78 101
144 118
159 132
6 56 8
60 42
100 39 159 4
36 125 63
159 39 104 142
159 62
6 113
82 125
30 156 151
35 5 146 159
159 124
142 100
159 115
42 125 144 36 42
100 38
63 61
100 126
142 159
159 36
44 151
144 127
61 30 21 78
147 35 8
30 31 78
68 142
4 82 155 71
41 0
4 100
68 63
39 124
159 30 100 31 124
125 26
159 36 143
30 62
63 159
37 166 58
36 129
124 35
42 125
21 61
45 24 95
6 63
78 159 5 58
126 152
125 42
154 159 125 68
126 3
49 124
146 146
146 91
1 31 140
25 78
58 44
159 4
147 140
88 147
159 17
100 140
159 165 37 47 42 126 124 124
125 126
129 46
33 133
124 55
42 3
109 31
78 71 42
121 42
100 66
111 99
36 77
147 140
100 129 33
46 12
124 142 30 82 58 144
159 100 44 110 126 142
121 149 124
126 159
35 125
27 61 85
159 35
130 125
42 4 129 150
35 44
12 21
125 118 37 20
124 58 52
122 126
88 151 146
27 159
78 12 159 22
68 16
39 36
144 8
42 41
15 111 32
118 10 44 159 56
30 87
10 147
39 61
36 11 144 129 130 141
39 78 150 144 115 125 4 129
30 159 31
36 45
30 159 151
6 4
118 127
147 109 58
68 61
126 152
126 144
125 159 18
126 126
100 61
125 55 44
87 91 124
125 78
159 42 126
35 150
78 26
10 78
124 126
140 33
4 36
125 29
17 154
36 36
82 68
10 100 33 125
129 130
144 48 71
126 44
100 36
159 124 107
147 146
144 21 126 130
144 44
1 49
159 56
147 44
61 31
16 15 42 78
159 129
147 154
30 140
39 58
100 142
36 100 36 160 26 166 142 140
100 146
76 33
125 33 31
132 42
133 39
42 159 68 96
129 152
100 36
15 150 42 32
70 159
160 21
21 12
142 114
142 42
126 85 36 148
36 142
159 154
42 130
153 58
26 147
132 88 78 36
159 12
68 124 101 156
142 159 142 127
35 135 70
39 138
130 39 126 42 149 126 125 159 153
11 99 44
159 142 148
6 159
56 124
37 30 142
42 151
44 160
35 87
39 150
11 129
71 95 97
144 3
1 61
5 125
42 35 0 109
6 144 109 142
35 20
30 61
36 125
88 30 37 30 31 150 3 129 31
61 71
100 78
66 154
116 88 142 147
164 142
132 36 44
147 125 148 26
100 95
165 55
4 129
159 126 36 130 90 124 146 35
100 132 124
159 149
159 47 130
116 77 156
37 151
100 100
159 39 142 159 144
35 42 76
35 116 159 70
41 94
39 46
4 3 58
130 154
42 33 146 55 2 42 87 59
6 118
149 124
4 21
51 55
100 144 5
166 136
100 148 142
11 73
5 43
39 33
130 42
68 52
44 159 159 159 152 136
150 26 78 125
72 129
121 130
30 100 109 68 126 75 95 61
142 140
72 133 78
30 68 27
8 129
11 140 31
4 26
126 4
126 87 126
11 61
159 125
6 130 160
142 3
121 126
110 72 140
132 152
39 36
37 26 136
46 4
144 132 124
42 78
5 156
125 42
140 44
42 140 154 42 3 126 0 126 4
88 159
87 125
36 3 124
142 44 21
156 130
0 36
51 125
47 145
144 114
4 78
125 156 19
39 39 78 141
44 154
31 147 22
159 77
87 121
91 160
37 125 115
133 149
100 125
42 121
11 159 125 126 68 35 149
6 3
114 154
116 126
51 159
140 142
39 145
1 142 78 124
129 35
55 121
126 44
63 39 159 63 42 125 12 76 111
12 3
159 97
116 125 46
100 125
39 47 78 124
39 151
133 133 149 46 61
44 35
126 77
5 56
15 126
42 0 124 44
21 68
150 51 42 44
165 44
126 126 18 145 126 44
35 42
132 125
142 4
140 142
35 82
125 5
63 125
144 15
88 144
3 3
150 166
100 92
36 63
30 156
6 159
100 21
126 151 78
125 127
4 150 71
132 125
88 130
130 69
39 145 111 97
11 146
110 109 33
126 41
120 21
82 61
149 125
39 21
5 24 144 12
13 115
42 142
142 21
42 71 63 140
159 44
71 82
10 21
118 159
39 132 26 146
37 36
147 44
39 156
159 61 143 112
42 121 42 136
159 55 99
103 151 149
151 78
100 125
35 68 144
35 142 148 126
39 125 35 16
124 130
109 35
125 159 126
5 32 36 154
10 125 61
37 129
37 142
115 147 100 88 125 156 33 130
44 35 41
125 26
144 159
125 3 129
159 160
110 164
12 32
42 48
35 36
41 151 18
125 159 153
125 49 159 87
25 98
100 122
37 146
109 91
37 130
102 159
150 42
21 125 97
27 61 44 87
42 59
118 144
100 130
156 135
36 144 150
125 159
68 33
20 100
150 62
121 142
39 159 42 78
159 115 148
51 121
144 129
39 42
6 44
72 159 142 159 68 161 150
140 125
100 10 72
125 128 4 4 63 144 118 124
12 144
130 26
88 126
35 142 39 42
36 11
133 39 159 100 159
1 42
87 28
28 118
5 84
42 10
1 42 12 63
35 21 31
125 44
68 44
126 124
125 119
160 142
37 124
144 124
159 55 115
124 31 109 124
146 140
36 88
0 157
3 42
35 106 146 124
144 42
130 126
142 135
