17 105 101
37 17 160 106
30 78
51 32
37 147
37 17 6
17 30
40 30 60
40 80
31 57
36 17
34 33
28 157
110 68
85 54
6 6
81 43
37 6
49 125
51 74
18 17 28
81 17 105
6 150 138
33 143
17 138 115 6
33 147
60 83
6 6
8 118 6
17 116
143 53
17 40 20 40 4 138 12 6
144 64 63 87
28 30 106 81 106 139 35 46
76 96
123 106 27
28 106
105 154
18 50 93
8 44
40 8
82 45
18 135 6
11 105
146 1 8 6
17 40 135 162 123 33 106
34 163
40 106
71 17
28 81 6 58 143
104 98 8
17 1
28 34
120 60
33 120
81 121
85 17
57 164 139 152
144 110
17 6
17 37 12 106
51 52
102 6 138
101 31
146 17
140 18
93 12
20 150
6 40 29 18 121
33 81
106 31
163 73
33 6
30 87 143
80 38
47 139
5 9
110 81
144 150
85 36 27 106
51 143
51 23 6 74
45 36
6 113
19 80 106 28
31 98
17 60
37 102
20 85
39 80
139 30
37 60 44
60 81 6 115
57 12 106 5
13 81 28 33
50 143
137 133
51 93
81 38
37 87 6 78
146 106
102 101 1 54 36
81 60 81 51
118 165 17
6 8
6 150
99 144
6 113 58 8
6 157
30 36
58 51 61
68 81
87 137
62 65
47 133
33 33 5
60 27
57 17 105 143
5 30 36 33 57 133
62 60
106 81
40 105
102 87
37 129 6
28 30 6
20 126
18 125 106 42
8 139 85
28 27
17 34
18 35 57 165
17 106 106 6
37 34
17 27
102 22
28 57 6
146 143 131 9
40 106 51
83 98
17 18 60
37 99 36 17 102
18 123 85
33 68
153 60 36 9
101 6
17 56 6
106 6
81 57
28 20 58 115
20 34 1
28 163 17
48 87
144 106
146 8
17 33
31 87
28 45
98 17 25
146 6 17
28 33
81 80
102 68 153
81 106 36 106
20 58
17 105
99 8
18 30
80 30
41 36
6 107 17 30
6 28
44 83
36 17
57 1
40 123
126 47
56 106 42
114 106
60 147
93 33 161
164 17
144 12
99 50 34
143 143
13 28 150 133
33 30 6 161
28 33 144 2 117
81 162
20 47 50
31 143
30 144
36 124
30 17
8 131
40 60
110 106 106 83
99 33 106 143 140 43
30 30
20 34
126 6
17 157
33 17
144 105
30 102
12 29
40 146 83
46 33
99 35
8 106 27 30
137 17
60 16
18 33
101 78
30 139 45 30
28 93
20 33
106 81
37 8
81 33
37 101 125
87 26
30 102 12
31 138
60 104
47 87
17 28 81 153 83
17 158
137 60 154
57 24
28 17 33 38
33 106 17 36 143
17 146
6 1
81 17
133 6
38 81 33
28 17 38 72
144 30
28 6
150 74
31 87
40 28
81 12
17 33
29 143
17 28
6 28 50 138
144 99
30 106
99 26
99 6
163 102
165 139
12 28 45 161
133 27
146 150
106 152 102
137 33
40 51
163 165
106 8 139
134 163 161
18 80 18 48
43 1
160 154
29 143
32 151
102 61
93 76
18 6
40 85 161
40 146 8 102
37 163
40 20 36 8
137 17 17 50
37 36 8
33 36
105 56
51 6 112 30
57 163
6 81
28 30
20 30
40 80 57 6 50
150 8 41
6 58 98
51 30
81 34 73
47 106
28 17
44 28 106 12 113
50 110
33 40 27 17 105
8 147
31 83 33
68 30 84
144 17
99 45
18 33
33 143 30
106 27
81 146
6 30
51 123 83
62 60
33 31 30 80 36
6 146
37 47
17 17
68 57
33 17
137 57
50 5
30 61 88
37 18 138
123 65 9
106 5
17 104
28 164 33 139 113
106 158
31 106
37 92 68 161 106 98 43 105
62 17
106 27
46 143
81 30 44 33 34
6 162 12 37 101 153 139 8
40 33 12
87 139
56 17 126
27 101
25 33
17 163
144 43 4
28 30
37 28 32 81
37 17
106 143
78 4
115 8 99 139
18 102
143 81
37 17 9
104 17
60 80 143
28 17 30 80
40 60 8
146 87
28 1
6 143 42
28 146 106 40 68 104 17 51
51 98 6
81 34 8 42
162 33
18 163
81 151
26 99
144 56
17 106
30 147 162 100 110 36
17 71
163 69
6 33 60
81 34
1 35
106 47 163
33 57 43
20 105 135
126 147 122
149 106
62 123
106 81
139 106
106 33 6 123
99 17
33 57
8 106 28 17
31 91 27
58 27
6 160
17 105
143 6
146 32
63 20 6 26 143
146 32
105 51 60 162
142 10
101 105 29
163 17 143
